476.2934000329	527.6918999979	93.7101952332
476.2922000329	527.5511999979	93.7508347921
476.1475000329	527.5514999979	93.7489628381
476.1459000329	527.6932999979	93.7147976741
484.8653000329	405.0450999979	119.6594844609
484.8653000329	404.9037999979	119.6977653955
484.7148000329	404.9014999979	119.693428188
484.7133000329	405.0475999979	119.6635592802
0	0	0
0	0	0
0	0	0
0	0	0
435.5588000329	528.0798999979	93.6287045517
435.5585000329	527.9355999979	93.6652003351
435.4050000329	527.9353999979	93.6684092548
435.4047000329	528.0764999979	93.6236162184
