483.7336000329	405.3773999979	120.3090932376
483.7269000329	405.1785999979	120.3097733877
483.5277000329	405.1772999979	120.3096793413
483.5289000329	405.3794999979	120.3092238991
482.2133000329	281.2873999979	120.4344547053
482.2068000329	281.0892999979	120.434271226
482.0059000329	281.0877999979	120.435201887
482.0074000329	281.2917999979	120.4354715546
423.4153000329	282.0113999979	120.4467297753
423.4152000329	281.8091999979	120.4466228587
423.2103000329	281.8094999979	120.4462390963
423.2081000329	282.0115999979	120.4459495087
424.9349000329	406.1009999979	120.3001706417
424.9362000329	405.9005999979	120.3012864689
424.7307000329	405.9028999979	120.3009654929
424.7321000329	406.1007999979	120.299127566

