483.6907000329	407.1860999979	119.1443997917
480.1262000329	407.1864999979	119.1435956836
472.6471000329	407.1862999979	119.1470372285
466.9395000329	407.2817999979	119.1344923698
461.3622000329	407.2829999979	119.1367429211
461.2762000329	407.2817999979	119.1366475909
457.5329000329	407.3014999979	119.1364544044
454.5017000329	407.2992999979	119.1384061411
450.1405000329	407.3059999979	119.1388394544
440.8156000329	407.3860999979	119.1242518576
425.2029000329	407.3767999979	119.1385266744
426.0379000329	411.7215999979	118.2213892143
445.7962000329	411.7973999979	118.1905313535
453.8909000329	411.7976999979	118.1891886394
459.6274000329	411.7980999979	118.1855336292
467.7834000329	411.7984999979	118.1807979802
473.1015000329	411.8009999979	118.1771138494
482.3841000329	411.8012999979	118.1696784147
483.7882000329	411.8105999979	118.1742372244
483.4609000329	415.4881999979	117.3958291219
479.9730000329	415.5186999979	117.3874485425
477.3449000329	415.5199999979	117.3887331823
471.3540000329	415.5608999979	117.3850193421
462.7415000333	415.6336998691	117.3748606661
457.9170000329	415.6421999979	117.3779675656
453.1183000329	415.6560999979	117.375549698
447.1776000329	415.6707999979	117.3745369828
425.9584000329	415.6710999979	117.3859498014
426.3813000329	420.3826999979	116.3942527616
448.8149000329	420.3871999979	116.3807127213
453.3464000329	420.3874999979	116.3801269237
457.6290000329	420.3878999979	116.3761504684
461.3321000329	420.3859999979	116.3755310425
465.2332000329	420.3864999979	116.3733022225
468.9835000329	420.3840999979	116.367619206
473.0163000329	420.3814999979	116.3702308367
477.0369000329	420.3818999979	116.3639910317
483.5075000329	420.3820999979	116.3648263305
481.9558000329	427.9075999979	114.7771208025
478.9234000329	427.9071999979	114.7750578551
475.8260000329	427.9065999979	114.7780006496
470.8378000329	427.9032999979	114.7838386599
463.2819000329	427.9037999979	114.7872169771
458.2335000329	427.9025999979	114.7928159544
450.1791000329	427.8928999979	114.7969861812
428.0501000329	427.9164999979	114.7949990918
428.3493000329	430.7869999979	114.1912718988
449.9606000329	430.8368999979	114.1762320258
465.6971000329	430.8372999979	114.1698098693
472.4190000329	430.8376999979	114.1638509644
478.7226000329	430.8379999979	114.1583709248
481.7554000329	430.8379999979	114.1600098083
481.7551000329	433.6766999979	113.5631962793
477.5554000329	433.6794999979	113.5560400569
473.5715000329	433.6791999979	113.5617934177
467.3458000329	433.6810999979	113.5683274928
461.8855000329	433.6863999979	113.5716364864
453.5588000329	433.7399999979	113.5618368527
428.5319000329	433.7781999979	113.5548230782
429.2462000329	442.0613999979	111.8042414863
454.4902000329	442.0894999979	111.7983348248
460.2433000329	442.0802999979	111.7978145707
463.5779000329	442.0805999979	111.7982805807
468.8703000329	442.0809999979	111.7948995295
473.7390000329	442.0814999979	111.788671556
478.9227000329	442.0853999979	111.784062676
481.6212000329	442.0889999979	111.7907584883
481.6146000329	445.5610999979	111.0526709622
475.7446000329	445.5605999979	111.0502084862
472.4498000329	445.5588999979	111.0562605714
467.8940000329	445.5590999979	111.0598053416
462.6884000329	445.5593999979	111.0557575862
454.8254000329	445.5598999979	111.0620116103
429.2299000329	445.6223999979	111.0567174432
429.5432000329	450.6157999979	110.0039031001
453.9082000329	450.6771999979	109.9779842813
458.6324000329	450.6682999979	109.9792803983
462.3056000329	450.6685999979	109.980754718
465.5294000329	450.6681999979	109.9782826058
470.3035000329	450.6618999979	109.9764388775
474.4201000329	450.6577999979	109.9814777088
479.0882000329	450.6575999979	109.9769467012
480.8111000329	450.6550999979	109.9794724604
480.8164000329	454.9156999979	109.0766145226
474.3104000329	454.9198999979	109.0734243477
467.2949000329	454.9221999979	109.0768880497
461.9990000329	454.9412999979	109.0761212742
454.6398000329	454.9866999979	109.0679730474
429.3829000329	455.0286999979	109.0714729006
431.4356000329	465.8389999979	106.7735857531
458.5947000329	465.8605999979	106.7686016848
466.4003000329	465.8609999979	106.7665124253
478.3490000329	465.8603999979	106.7653261147
479.4040000329	465.8945999979	106.7583078187
479.3855000329	470.9156999979	105.7030042655
476.6796000324	470.9130001267	105.6914496765
470.461499941	470.911400001	105.7003624896
464.4531000329	470.9116999979	105.6996514413
459.9201000329	470.9120999979	105.7023861993
431.9590000329	471.3172999979	105.6152514872
432.3545000329	479.7932999979	103.8304963078
459.8613000329	479.8393999979	103.8201145854
463.9205000329	479.8408999979	103.8171342168
471.2586000329	479.8410999979	103.8151680117
477.3069000329	479.8414999979	103.8129971264
479.2101000329	479.8494999979	103.8188431547
478.6203000329	487.6597999979	102.1695579058
474.8851000329	487.6521999979	102.1680458161
466.7095000329	487.7290999979	102.1546612024
461.4214000329	487.7294999979	102.1542028253
433.4195000329	487.8022999979	102.1342730629
434.0567000329	495.9797999979	100.4003012827
463.1197000329	496.0301999979	100.4003571015
477.2049000329	496.0305999979	100.4016149021
478.2116000329	496.0542999979	100.3985727544
477.2011000329	505.3216999979	98.4427324193
471.8617000329	505.3077999979	98.4356258326
464.5707000329	505.3907999979	98.4185207673
434.4757000329	505.4540999979	98.4032620057
435.0811000329	514.7355999979	96.4318238087
466.8350000329	514.7657999979	96.4283520722
474.6498000329	514.7659999979	96.4277559735
476.8014000329	514.7861999979	96.4308138174
475.6413000329	519.9040999979	95.3330205007
472.3265000329	519.9038999979	95.32427213
467.5664000329	519.9241999979	95.3266689978
436.2414000329	520.0098999979	95.2985774608
436.5486000329	524.3738999979	94.3687464553
469.4354000329	524.3892999979	94.3628162629
475.6666000329	524.3896999979	94.3741348147
476.0497000329	527.1762999979	93.7744342687
