511.3856000329	261.1706999979	119.4025496498
511.3853000329	260.9695999979	119.4031907819
511.1824000329	260.9684999979	119.4050168957
511.1820000329	261.1728999979	119.4047188878
511.5477000329	137.0721999979	119.3392075717
511.5490000329	136.8690999979	119.3382701455
511.3448000329	136.8716999979	119.3397129541
511.3423000329	137.0703999979	119.3381349531
452.7491000329	136.9893999979	119.2965946077
452.7470000329	136.7904999979	119.2963430736
452.5479000329	136.7871999979	119.2959788992
452.5459000329	136.9897999979	119.2950824992
452.5875000329	261.0911999979	119.384749263
452.5851000329	260.8906999979	119.3847403394
452.3834000329	260.8929999979	119.3829247596
452.3830000333	261.0935998691	119.3835950492

