528.3042000329	252.9062999979	59.8282633257
528.2997000329	252.7053999979	59.8293447523
528.0971000329	252.7056999979	59.8294957663
528.1004000329	252.9080999979	59.828255741
526.4555000329	128.8184999979	59.7968228767
526.4511000329	128.6190999979	59.7969775869
526.2531000329	128.6212999979	59.7966563089
526.2505000329	128.8214999979	59.7966073636
467.6630000329	129.6919999979	59.8228248595
467.6628000329	129.4912999979	59.8232466345
467.4587000329	129.4934999979	59.822845092
467.4641000329	129.6938999979	59.8231689699
469.5069000329	253.7774999979	59.8334970774
469.5067000329	253.5752999979	59.8327508183
469.3041000329	253.5813999979	59.8333743217
469.3057000329	253.7776999979	59.8345466958

