
Processing AlignBWCE_Kok.cpp...
Shift of Center of gravity w.r.t corresponding design value
-272.581μm	11.1182μm	81.593μm


theta = -0.0996787	 SumSqErr = 749.256

theta = -0.0995787	 SumSqErr = 747.756

theta = -0.0994787	 SumSqErr = 746.256

theta = -0.0993787	 SumSqErr = 744.759

theta = -0.0992787	 SumSqErr = 743.263

theta = -0.0991787	 SumSqErr = 741.768

theta = -0.0990787	 SumSqErr = 740.276

theta = -0.0989787	 SumSqErr = 738.785

theta = -0.0988787	 SumSqErr = 737.295

theta = -0.0987787	 SumSqErr = 735.808

theta = -0.0986786	 SumSqErr = 734.321

theta = -0.0985786	 SumSqErr = 732.835

theta = -0.0984786	 SumSqErr = 731.35

theta = -0.0983786	 SumSqErr = 729.868

theta = -0.0982786	 SumSqErr = 728.387

theta = -0.0981786	 SumSqErr = 726.908

theta = -0.0980786	 SumSqErr = 725.43

theta = -0.0979786	 SumSqErr = 723.954

theta = -0.0978786	 SumSqErr = 722.479

theta = -0.0977786	 SumSqErr = 721.007

theta = -0.0976786	 SumSqErr = 719.534

