436.3440000329	409.0813999979	119.4089873303
436.3438000329	408.8745999979	119.411140006
436.1385000329	408.8768999979	119.4121292305
436.1381000329	409.0774999979	119.4125468962
495.1414000329	408.8216999979	119.3304657675
495.1411000329	408.6169999979	119.3326086792
494.9374000329	408.6174999979	119.3316498596
494.9387000329	408.8218999979	119.3363127216
494.5985000329	284.7233999979	119.3484045276
494.5968000329	284.5225999979	119.3502327664
494.3941000329	284.5212999979	119.3477984756
494.3938000329	284.7213999979	119.3496939235
435.7934000329	284.9839999979	119.4316367127
435.7950000329	284.7809999979	119.4336346624
435.5937000329	284.7814999979	119.4347561172
435.5919000329	284.9821999979	119.433533227
