452.6906000329	261.9509999979	119.4783972001
452.5757000329	262.8678999979	119.4781578907
452.6133000329	287.4065999979	119.4633641283
452.6070000329	288.6888999979	119.4618676793
452.5963000329	291.5660999979	119.4585879119
452.6037000329	293.9510999979	119.4564095513
452.6258000329	296.6653999979	119.4529038468
452.6358000329	298.9415999979	119.4508212081
452.6057000329	301.1482999979	119.4494770951
452.5754000329	303.7086999979	119.4494566135
452.5608000329	305.9572999979	119.4478655474
452.5825000329	308.3562999979	119.4463001147
452.5642000329	310.7653999979	119.4459358861
452.5856000329	313.1635999979	119.444601506
452.5451000329	315.5645999979	119.442271417
452.5346000329	317.9526999979	119.4435080216
452.5626000329	320.3492999979	119.4424613913
452.5484000329	322.7565999979	119.4412807764
452.5160000329	325.1559999979	119.4402450819
452.5417000329	327.5637999979	119.4393771321
452.5612000329	329.9459999979	119.4358382726
452.5248000329	332.4286999979	119.4344488739
452.5222000329	334.7591999979	119.4338061034
452.5289000329	337.1641999979	119.434494987
452.5126000329	339.7949999979	119.4324707555
452.5102000329	341.9547999979	119.431063199
452.5515000329	344.3732999979	119.4283941169
452.5397000329	346.7589999979	119.4257909418
452.4851000329	349.1546999979	119.4251863487
452.5047000329	351.5659999979	119.4231762046
452.5170001247	353.9617999949	119.4215424566
452.4967000329	356.3539999979	119.4189433271
452.5081000329	358.7602999979	119.4140479063
452.4814000329	361.1631999979	119.4110017654
452.4988000329	386.2527999979	119.355402048
511.2906000329	386.3483999979	119.3130800393
511.2830000329	261.9356999979	119.4141762079
