529.0811000329	386.9242999979	119.1772825809
529.0809000329	386.7199999979	119.1784712459
528.8774000329	386.7217999979	119.178779958
528.8771000329	386.9221999979	119.1785217395
528.1172000329	262.8265999979	119.2674654702
528.1147000329	262.6241999979	119.2664302751
527.9138000329	262.6244999979	119.267374258
527.9153000329	262.8267999979	119.2672351349
469.3262000329	263.2800999979	119.2574383516
469.3175000329	263.0792999979	119.2568985409
469.1190000329	263.0816999979	119.2559557717
469.1143000329	263.2818999979	119.2559064944
470.2868000329	387.3796999979	119.1475143601
470.2866000329	387.1774999979	119.1490576653
470.0817000329	387.1760999979	119.148199468
470.0812000329	387.3784999979	119.1470463814

